Price,Levy,Manufacturer,Model,Prod._year,Category,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box_type,Drive_wheels,Color,Airbags
13956,603,25,256,2015,8,Yes,2,3.5,143619,6,3,2,12,12
14113,531,50,497,2012,2,Yes,7,1.6,31593,4,3,3,14,4
1176,934,12,61,2015,3,Yes,4,2.5,142800,4,3,3,16,12
28532,836,50,1017,2010,8,Yes,7,2.0,89043,4,3,3,13,4
31047,1053,42,496,2014,3,Yes,7,3.5,132349,6,3,2,16,12
14113,530,23,441,2013,8,Yes,4,1.6,110531,4,3,2,4,0
20382,891,50,604,2016,3,Yes,4,2.0,44608,4,3,3,14,4
12858,906,42,481,2000,3,Yes,7,2.7,320000,5,4,1,8,0
15053,906,38,594,1998,6,No,7,2.5,300000,4,1,1,14,6
7213,906,41,533,1997,8,No,4,2.0,200000,4,3,2,8,1
8781,900,41,131,2015,3,Yes,4,2.4,129779,4,3,3,12,12
12388,761,40,549,2010,3,Yes,2,1.8,231003,4,3,3,5,10
1882,1053,42,496,2014,3,Yes,4,3.5,146395,6,3,1,16,12
9095,644,43,452,2011,3,Yes,4,1.8,77906,4,3,3,12,4
18817,639,35,712,2014,8,Yes,4,2.0,136000,4,4,3,14,12
27065,629,50,669,2015,3,Yes,4,1.6,81036,4,3,3,14,4
23270,640,50,1017,2013,8,Yes,7,2.0,74476,4,3,3,14,4
13172,779,38,544,2013,3,No,4,2.5,208723,4,3,3,16,0
15000,906,47,827,2008,3,Yes,1,3.0,210408,6,4,1,14,12
25512,639,57,887,2014,8,Yes,7,2.0,134368,4,3,3,12,4
18826,836,57,1076,2010,8,Yes,7,2.0,144879,4,3,3,12,4
2195,1086,16,45,2012,3,Yes,4,3.6,198979,6,3,3,14,12
549,1104,33,313,2015,8,Yes,4,3.0,71717,6,3,2,12,0
16308,906,31,808,2008,3,Yes,4,2.0,13522,4,1,3,8,10
36137,880,50,669,2018,3,Yes,3,1.6,47181,4,3,3,8,4
18189,906,50,751,2013,3,No,2,2.4,214400,4,4,3,8,12
20385,585,40,549,2013,3,No,2,1.8,103000,4,3,3,6,6
18817,906,40,549,2012,2,No,4,1.8,230400,4,3,3,8,8
18346,765,43,857,2015,8,Yes,3,2.0,31880,4,3,3,12,4
19444,906,43,703,2007,8,No,7,2.0,230000,4,1,2,16,6
31361,906,50,1017,2014,8,Yes,4,2.4,66413,4,4,3,14,12
10500,906,38,594,1997,1,No,7,2.5,11111,4,1,1,14,4
10349,779,31,613,2013,3,Yes,4,2.5,155283,4,4,3,11,12
43278,906,48,1085,2014,2,Yes,4,1.6,53440,4,4,3,6,12
1300,906,6,16,1978,3,No,4,1.6,98000,4,1,1,15,5
17249,906,33,289,2010,3,Yes,4,2.0,167000,4,4,2,6,4
15681,891,50,604,2016,3,Yes,3,2.0,265917,4,3,3,8,4
1568,934,40,538,2015,3,Yes,4,2.5,173101,4,3,3,8,12
21031,639,57,887,2014,8,Yes,7,2.0,128619,4,3,3,12,4
15681,777,40,538,2014,3,Yes,4,2.5,115000,4,4,3,16,12
18760,986,52,978,2010,8,Yes,4,2.4,116000,4,3,3,8,4
18817,906,50,669,2011,3,Yes,4,1.8,119000,4,4,3,16,12
32929,880,50,669,2018,3,Yes,4,1.6,54865,4,3,3,16,4
22266,1058,42,740,2012,8,Yes,7,3.5,193267,6,3,2,16,12
36065,779,40,1099,2013,3,Yes,2,2.5,92200,4,4,3,9,12
23521,891,50,669,2016,3,Yes,4,2.0,97600,4,4,3,12,16
24775,906,38,479,2017,3,No,4,1.5,2700,4,3,3,16,6
21953,906,47,595,2004,8,Yes,4,3.0,155087,6,4,2,12,12
12560,906,40,549,2008,2,Yes,2,1.5,248392,4,3,3,12,4
30734,906,41,777,2016,3,No,4,1.5,66200,4,3,3,16,12
10820,919,47,595,2012,8,Yes,7,3.0,229966,6,3,2,12,0
15367,906,23,608,2010,8,No,4,2.5,150000,4,2,3,12,8
941,1058,25,256,2012,8,Yes,2,3.5,232357,6,3,2,12,12
627,1077,40,541,2019,8,Yes,4,2.0,24339,4,3,3,6,12
45473,906,40,1046,2017,11,No,4,2.4,80000,4,1,2,14,12
16766,584,43,452,2014,3,Yes,4,1.8,59532,4,3,3,16,4
3000,906,9,164,1998,9,No,4,2.2,30000,4,1,3,4,6
8154,777,40,538,2014,3,Yes,4,2.5,53310,4,3,3,12,12
30420,906,41,1042,2009,11,Yes,4,3.5,256000,6,3,2,14,6
37580,891,50,1017,2016,8,Yes,7,2.0,90000,4,3,3,14,4
23436,777,50,1038,2014,9,Yes,7,2.5,173490,4,3,3,12,4
17421,906,41,356,2006,9,Yes,1,3.5,220000,6,3,3,14,8
2352,1091,40,538,2016,3,Yes,4,2.5,78920,4,3,3,12,12
941,906,35,11,2001,2,No,4,2.0,199999,4,1,3,16,0
13808,891,50,604,2016,3,Yes,3,2.0,38206,4,3,3,14,4
22947,836,57,1076,2010,8,Yes,7,2.0,68493,4,3,3,12,4
6429,1325,40,538,2019,3,Yes,4,2.5,4565,4,3,3,16,12
10663,906,35,300,2003,8,No,4,2.0,84455,4,4,2,4,2
16151,891,50,604,2016,3,Yes,3,2.0,286974,4,3,3,14,4
17813,836,50,1069,2010,8,Yes,7,2.0,41124,4,3,3,14,4
8154,753,44,682,2012,3,No,4,2.4,178892,4,3,3,8,8
17245,906,38,470,2016,2,No,4,1.6,73600,4,4,3,8,12
25716,650,34,974,2016,8,No,4,1.4,10295,4,4,3,8,8
15289,836,50,754,2010,4,Yes,4,2.0,115363,4,3,3,4,4
49864,906,42,922,2013,3,Yes,4,2.0,80000,4,3,3,14,0
8781,503,40,676,2012,2,No,2,1.5,175000,4,3,3,12,10
10976,585,40,549,2013,2,No,6,1.8,144000,4,3,3,8,10
40569,891,50,1069,2016,8,Yes,7,2.0,194067,4,3,3,12,4
38737,765,50,754,2015,4,Yes,4,2.0,93000,4,3,3,14,4
18189,765,38,699,2015,3,No,4,2.0,59342,4,3,3,14,12
470,1077,12,61,2019,8,Yes,4,2.0,11566,4,3,2,12,12
14426,906,47,659,2002,3,No,4,3.0,98000,6,4,1,12,10
11447,1172,42,496,2011,3,Yes,4,3.5,248525,6,3,2,16,12
706,645,25,315,2011,2,Yes,2,1.8,116869,4,3,3,12,0
20200,640,38,730,2013,3,Yes,6,2.0,105000,4,3,3,14,8
13485,1018,47,527,2011,3,Yes,4,3.0,120000,6,4,2,12,12
5645,640,21,338,2013,3,Yes,4,2.0,105523,4,3,2,6,0
23207,585,25,315,2013,2,Yes,2,1.8,129000,4,3,3,14,8
16900,1141,41,679,2009,10,No,4,2.4,120000,4,3,2,12,6
314,779,40,538,2013,3,Yes,2,2.5,225510,4,3,3,14,12
36065,642,47,884,2012,3,Yes,4,2.0,184000,4,4,1,6,12
10976,906,47,827,1997,4,Yes,4,2.8,180000,6,1,1,12,0
32973,640,43,703,2013,8,Yes,7,2.0,62707,4,3,3,14,4
21639,1172,40,870,2011,9,Yes,4,3.5,130000,6,4,2,8,12
470,800,12,26,2011,8,Yes,4,2.3,184576,4,3,2,12,12
10349,530,38,544,2013,3,Yes,4,1.6,117000,4,4,3,16,12
42987,639,57,1048,2014,8,Yes,7,2.0,119950,4,3,3,14,4
2822,1024,40,897,2010,8,Yes,4,2.5,136171,4,3,2,12,12
12544,906,42,442,2004,3,Yes,4,1.8,153000,4,3,1,8,6
5802,1055,42,496,2013,3,Yes,7,3.5,107800,6,3,1,16,12
28391,640,50,1069,2013,8,Yes,7,2.0,45881,4,3,3,14,4
5645,1324,40,675,2010,8,Yes,2,3.3,264877,6,3,2,14,12
18503,751,50,604,2013,3,Yes,4,2.4,107000,4,4,3,8,12
19444,1051,50,604,2016,3,No,4,2.4,58000,4,4,3,6,0
38888,906,33,1114,2012,3,Yes,4,3.0,154000,6,4,2,9,8
392,810,43,452,2016,3,Yes,4,1.8,107846,4,3,3,12,12
40340,640,57,1048,2013,8,Yes,7,2.0,114778,4,3,3,12,4
392,690,25,256,2016,8,Yes,2,3.5,27038,6,3,2,14,12
4077,751,50,604,2013,3,Yes,4,2.4,104557,4,3,3,16,12
33236,770,50,1017,2016,8,Yes,7,1.7,175200,4,3,3,8,4
19444,502,38,544,2013,3,No,4,1.5,100000,4,3,3,12,8
13771,687,50,669,2010,3,Yes,4,1.6,159048,4,3,3,8,4
17876,906,50,669,2011,3,No,4,1.8,68771,4,4,3,12,12
13956,906,37,523,2011,2,Yes,4,1.4,180800,4,3,3,4,6
28423,777,50,1038,2014,9,Yes,7,2.5,190000,4,3,3,14,4
21953,906,38,730,2015,2,Yes,6,2.0,124000,4,4,3,16,12
15053,836,50,1069,2010,8,Yes,7,2.0,40645,4,3,3,14,4
18817,609,40,538,2018,3,Yes,2,2.5,35058,4,3,3,14,12
19080,528,43,857,2014,8,Yes,7,1.6,161296,4,3,3,14,4
7840,906,42,337,2001,3,Yes,1,2.0,140000,4,1,1,12,4
14122,707,50,1017,2011,8,Yes,7,2.0,67630,4,3,3,8,4
13485,906,42,481,2003,3,No,7,2.7,245000,6,3,1,8,4
10036,843,28,386,2008,9,No,7,1.5,173000,4,1,3,6,12
12231,906,47,595,2001,8,Yes,1,3.0,3333,6,1,2,8,8
41397,906,42,922,2014,3,Yes,4,2.0,89000,4,4,3,12,12
12544,1024,40,538,2010,3,No,4,2.5,152000,4,1,3,12,8
19121,531,50,669,2012,3,Yes,4,1.6,121362,4,3,3,12,4
1176,781,38,544,2012,3,Yes,4,2.5,109536,4,3,3,16,12
25089,986,25,960,2010,3,Yes,2,2.4,64000,4,3,3,4,10
1882,1053,42,496,2014,3,Yes,7,3.5,146395,6,3,1,16,12
15681,891,50,604,2016,3,Yes,3,2.0,255591,4,3,3,8,4
6272,906,42,385,1995,3,No,1,2.0,237000,4,1,1,8,2
8467,906,35,314,1999,8,No,4,1.8,196500,4,3,2,14,2
7683,906,9,218,1999,2,No,4,1.6,19066,4,1,3,6,2
37611,639,43,703,2014,8,Yes,7,2.0,53528,4,3,3,12,4
20385,906,23,441,2013,2,No,4,1.6,62000,4,3,3,6,10
15681,891,50,604,2016,3,Yes,3,2.0,285486,4,3,3,8,4
12544,779,31,443,2013,3,Yes,4,2.5,103000,5,3,3,14,0
22357,640,43,857,2013,8,Yes,7,2.0,121042,4,3,3,14,4
15681,891,50,604,2016,3,Yes,3,2.0,267209,4,3,3,8,4
392,690,25,256,2016,8,Yes,2,3.5,27038,6,3,2,14,12
8781,584,50,669,2014,3,Yes,4,1.8,60000,4,4,3,16,10
784,1079,40,541,2018,8,Yes,4,2.0,25850,4,3,3,16,12
10036,906,40,350,2001,3,No,4,2.0,160000,4,4,1,6,2
48534,877,50,1017,2017,8,Yes,7,1.7,45331,4,3,3,6,4
21639,831,50,669,2017,3,Yes,4,1.6,16687,4,3,3,16,4
22894,906,40,549,2013,2,No,2,1.8,63186,4,2,3,14,12
20698,917,33,313,2013,8,Yes,7,3.0,194342,6,3,2,14,12
627,1325,12,94,2019,8,Yes,4,2.5,14186,4,3,3,14,12
18817,609,40,538,2018,3,Yes,2,2.5,35058,4,3,3,14,12
12858,934,21,371,2015,8,Yes,4,2.5,93170,4,3,2,4,0
29793,1053,42,496,2014,3,Yes,7,3.5,219030,6,3,2,12,12
13093,761,43,274,2010,3,Yes,4,1.8,163862,4,3,3,16,4
11133,1053,42,496,2014,3,Yes,7,3.5,238546,6,3,2,12,12
627,891,50,669,2016,2,Yes,4,2.0,47074,4,3,3,8,12
16621,906,40,676,2013,3,No,2,1.5,105000,4,3,3,6,0
9408,906,15,329,2005,8,Yes,4,2.3,102000,4,1,1,8,2
862,1024,38,424,2010,8,Yes,2,2.5,174926,4,3,3,16,0
627,502,41,777,2013,3,Yes,2,1.5,95822,4,3,3,8,12
9879,1018,42,496,2011,3,Yes,7,3.0,273186,6,3,1,14,12
22110,890,44,682,2016,3,Yes,4,2.0,28123,4,3,3,14,4
27284,906,40,948,2013,3,Yes,4,2.5,116800,4,4,3,16,12
13454,862,50,1038,2011,9,Yes,7,2.5,85226,4,3,3,6,4
13799,1249,40,538,2017,3,Yes,4,2.5,63837,4,3,3,16,12
14426,528,50,669,2014,3,Yes,7,1.6,78836,4,3,3,8,4
40456,505,44,682,2018,3,No,2,2.0,18000,4,4,3,14,12
35617,1249,43,1000,2017,3,Yes,4,2.5,56486,4,3,3,5,4
1568,1079,50,669,2018,3,Yes,4,2.0,61795,4,3,3,6,12
27598,906,40,538,2012,3,Yes,4,2.5,64000,4,4,3,16,12
8311,906,42,438,2001,8,Yes,7,2.7,308000,5,4,2,6,10
5184,687,8,274,2010,3,Yes,4,1.6,93914,4,3,3,6,4
10036,906,50,604,2006,3,Yes,3,3.3,243200,6,4,3,12,10
5645,906,35,76,2001,3,No,4,1.6,258000,4,1,1,6,4
18503,906,40,549,2010,3,No,4,1.8,162000,4,3,3,16,12
4737,906,47,301,1998,4,Yes,4,3.2,11111,6,4,1,8,4
28225,1055,40,538,2013,3,Yes,4,3.5,142000,6,4,3,12,8
18189,900,16,734,2015,3,Yes,4,2.4,48000,4,3,3,14,4
1882,1053,42,496,2014,3,Yes,4,3.5,146395,6,3,1,16,12
10976,906,41,356,2006,9,Yes,3,3.5,280000,6,3,3,16,14
706,1017,38,424,2017,8,Yes,4,2.0,251430,4,3,3,6,12
7213,1058,42,740,2012,8,Yes,4,3.5,193267,6,3,2,16,12
14113,1017,50,604,2017,3,Yes,3,2.0,31143,4,3,3,14,4
38445,891,43,703,2016,8,Yes,7,2.0,54472,4,3,3,8,4
42717,891,50,1069,2016,8,Yes,7,2.0,122409,4,3,3,6,4
18817,906,40,549,2010,3,No,2,1.8,183300,4,3,3,6,6
23239,707,57,1048,2011,8,Yes,7,2.0,101708,4,3,3,14,4
11368,1047,50,669,2007,3,Yes,4,1.6,139000,4,3,3,8,4
627,1018,47,595,2011,8,Yes,7,3.0,282280,6,3,2,14,0
12231,878,40,549,2009,3,Yes,2,1.8,138942,4,3,3,4,8
6899,906,41,777,2002,2,No,4,1.5,157000,4,2,3,11,4
23207,900,50,908,2015,3,Yes,4,2.4,67840,4,4,3,12,8
31082,777,50,1038,2014,9,Yes,7,2.5,170971,4,3,3,16,4
24433,777,50,1038,2014,9,Yes,7,2.5,128000,4,3,3,16,4
29793,906,25,586,2008,8,Yes,1,3.5,73000,6,3,2,8,10
27504,730,50,669,2016,3,Yes,3,1.6,74909,4,3,3,8,4
24775,777,40,747,2014,3,Yes,4,2.5,96000,4,4,3,16,10
20385,769,38,594,2011,6,No,7,2.2,318000,4,1,1,14,2
26180,629,50,669,2015,3,Yes,4,1.6,107899,4,3,3,8,4
21075,730,50,669,2016,3,Yes,3,1.6,126199,4,3,3,14,4
11262,639,50,604,2014,3,Yes,3,2.0,71466,4,3,3,14,4
22063,836,50,1017,2010,8,Yes,7,2.0,216751,4,3,3,8,4
13300,906,38,954,2014,3,Yes,4,3.7,290000,6,3,2,8,6
6617,906,23,226,2003,3,No,4,3.0,166000,6,4,1,8,6
23521,906,42,871,2007,3,Yes,4,3.5,127000,8,4,1,8,8
39201,906,47,616,2015,4,Yes,4,3.0,56000,6,4,1,12,12
16151,707,50,1017,2011,8,Yes,7,2.0,53463,4,3,3,16,4
10663,642,38,479,2012,2,No,4,2.0,160000,4,4,3,12,8
24775,753,41,533,2012,8,No,4,2.4,107000,4,3,2,14,8
15681,765,38,479,2015,3,Yes,4,2.0,90000,4,4,3,16,9
19757,906,50,1017,2007,8,Yes,4,2.7,199000,6,4,2,12,6
549,518,40,897,2016,8,Yes,2,2.5,74053,4,3,2,6,12
16935,584,50,669,2014,3,No,4,1.8,105600,4,3,3,9,0
8467,761,40,549,2010,3,No,2,1.8,190000,4,2,3,16,6
627,1080,43,21,2014,8,Yes,4,3.6,151358,6,3,3,4,12
3763,1018,42,740,2011,8,Yes,7,3.0,290501,6,3,2,12,12
3763,779,40,538,2013,3,Yes,2,2.5,124912,4,3,3,14,12
12544,862,38,544,2011,3,Yes,2,2.5,49669,4,3,3,8,0
11133,1053,42,496,2014,3,Yes,7,3.5,238546,6,3,2,12,12
7056,481,38,544,2017,3,Yes,2,2.0,112862,4,3,3,6,12
19933,531,50,669,2012,3,Yes,4,1.6,134000,4,3,3,14,4
15681,891,50,604,2016,3,Yes,3,2.0,295509,4,3,3,8,4
7370,906,23,275,2006,2,Yes,4,1.5,200000,4,2,3,5,6
22649,836,50,1017,2010,8,Yes,7,2.0,166320,4,3,3,12,4
21326,906,40,897,2007,8,No,7,2.2,156000,4,1,2,16,6
46101,765,46,1150,2015,3,No,7,2.0,139000,4,4,2,16,10
16894,687,50,669,2010,3,Yes,4,1.6,71202,4,3,3,8,4
12544,792,9,218,2008,2,No,4,1.4,155485,6,1,3,14,6
8311,906,47,827,2000,4,No,4,2.8,230000,6,1,1,6,2
23521,765,21,473,2015,8,No,4,2.0,115000,6,4,3,1,12
15718,924,57,1048,2011,8,Yes,7,2.7,207306,4,3,3,12,4
21953,862,50,1038,2011,9,Yes,7,2.5,61142,4,3,3,8,4
21103,642,50,1017,2012,8,Yes,7,2.0,119310,4,3,3,8,4
392,779,40,538,2013,3,Yes,2,2.5,124184,4,3,3,8,12
1333,949,12,10,2010,2,Yes,4,2.3,191110,4,3,3,12,12
22260,639,43,742,2014,3,Yes,4,2.0,120000,4,3,3,14,4
11604,639,50,604,2014,3,Yes,3,2.0,291437,4,3,3,8,4
21012,779,40,538,2013,3,Yes,4,2.5,111232,4,4,3,14,10
7840,1272,9,264,2006,1,No,7,1.7,196000,4,1,3,6,4
7056,906,21,458,2006,3,No,4,1.5,190000,4,3,3,14,0
44517,1091,50,1038,2016,10,Yes,7,2.5,124708,4,3,3,16,4
24462,906,43,731,2012,3,Yes,6,1.4,239000,4,3,3,12,6
15257,836,50,604,2010,3,Yes,4,2.0,205972,4,3,3,16,4
706,810,50,669,2016,3,Yes,4,1.8,92981,4,3,3,14,12
9879,915,42,740,2014,8,Yes,7,3.0,179054,6,3,2,14,12
14740,906,40,549,2008,2,Yes,2,1.5,193000,4,3,3,8,12
12231,906,42,1005,2002,6,No,7,2.5,290000,5,1,1,14,2
7683,891,25,63,2016,3,Yes,4,2.0,64341,4,3,1,14,12
7840,906,42,495,1998,3,No,1,2.0,180003,4,1,1,12,4
18817,609,40,538,2018,3,Yes,2,2.5,35058,4,3,3,14,12
9408,761,40,549,2010,2,No,2,1.8,200000,4,2,3,14,12
40769,917,42,740,2013,8,Yes,7,3.0,244800,6,3,2,14,8
46414,915,42,740,2014,8,Yes,7,3.0,57755,6,3,2,14,6
1019,1055,25,256,2013,8,Yes,2,3.5,138038,6,3,3,14,12
7370,906,52,1008,2005,8,No,1,3.7,111111,6,4,2,13,5
10349,878,43,452,2009,3,No,4,1.8,53000,4,4,3,16,12
4704,906,42,495,1995,3,No,1,2.0,111111,4,1,1,6,4
26030,530,48,898,2013,8,Yes,4,1.6,140000,4,3,2,6,16
27770,639,43,703,2014,8,Yes,7,2.0,165000,4,3,3,12,4
11290,583,50,475,2011,3,Yes,4,1.6,42211,4,3,3,12,4
3136,781,40,538,2012,3,Yes,4,2.5,277906,4,3,3,16,12
9408,906,23,451,2003,8,No,4,2.0,184000,4,3,2,8,2
18826,836,57,1076,2010,8,Yes,7,2.0,118133,4,3,3,8,4
5331,900,41,533,2015,8,Yes,4,2.4,80288,4,3,2,13,12
392,481,38,544,2017,3,Yes,2,2.0,89758,4,3,3,14,0
314,1172,38,1,2011,8,Yes,4,3.5,263338,6,3,3,12,12
27033,831,50,669,2017,3,Yes,3,1.6,137929,4,3,3,14,4
862,481,50,604,2017,3,Yes,2,2.0,138459,4,3,3,8,12
42551,877,50,1017,2017,8,Yes,7,1.7,81070,4,3,3,14,4
16935,906,42,486,2003,3,Yes,4,3.2,210000,6,4,1,14,12
11290,642,31,613,2012,3,Yes,7,2.0,97070,4,4,3,16,12
13799,906,40,549,2007,2,No,2,1.6,182400,4,3,3,4,6
4861,781,21,371,2012,8,Yes,4,2.5,260133,4,3,2,8,0
19657,707,50,1017,2011,8,Yes,7,2.0,129000,4,3,3,16,4
30734,906,47,1045,2011,4,Yes,4,3.0,230000,6,4,1,12,8
20385,501,38,905,2014,3,Yes,4,1.5,67486,4,3,3,12,6
627,640,17,124,2013,3,Yes,4,2.0,153590,4,3,3,6,12
39201,906,40,538,2017,3,Yes,4,2.5,52000,4,4,3,12,8
24302,640,43,703,2013,8,Yes,7,2.0,118103,4,3,3,16,4
18440,911,44,748,2011,3,Yes,4,2.7,110823,6,3,3,12,4
35908,833,43,703,2015,8,Yes,7,2.2,61297,4,3,3,8,4
7840,906,35,314,1999,8,No,4,1.8,195000,4,3,2,8,2
17249,584,50,669,2014,3,No,4,1.8,133502,4,3,3,6,0
20266,528,50,669,2014,3,Yes,7,1.6,138598,4,3,3,14,4
45473,765,47,1147,2015,8,Yes,4,2.0,60400,4,4,1,13,12
10976,906,40,549,2008,3,Yes,2,1.5,241885,4,3,3,14,6
15367,1024,50,1038,2010,9,Yes,7,2.5,49140,4,3,3,12,4
12858,906,38,470,2011,2,No,4,1.4,160000,4,1,3,14,4
12544,1185,21,371,2009,8,No,4,2.5,115000,6,3,2,12,12
314,707,38,479,2011,3,Yes,4,2.0,242211,4,3,3,4,12
21768,642,43,857,2012,8,Yes,7,2.0,153561,4,3,3,16,4
6600,906,42,337,1997,3,No,1,2.0,206000,4,3,1,1,4
41553,891,50,1069,2016,8,Yes,7,2.0,145339,4,3,3,12,4
15681,891,50,604,2016,3,Yes,3,2.0,246839,4,3,3,8,4
28592,501,41,635,2014,2,Yes,4,1.5,119130,4,3,3,12,4
5175,1211,42,369,2010,3,Yes,4,3.0,108517,6,3,2,14,12
10663,988,40,549,2007,2,No,4,1.5,318400,4,3,3,8,6
42667,730,57,1076,2016,8,Yes,4,1.6,67523,4,3,3,14,4
6272,906,31,613,2000,3,Yes,4,2.8,250000,6,4,3,8,6
11290,906,23,255,2012,3,No,4,1.6,109000,4,3,3,6,2
29166,906,42,924,2013,3,Yes,4,1.8,57956,4,4,1,16,8
14426,906,16,391,2011,2,No,4,2.0,173000,4,2,3,16,6
28225,934,40,897,2015,8,Yes,4,2.5,73931,4,3,3,8,0
10349,906,42,486,2001,3,Yes,7,3.2,195330,6,4,1,8,6
2666,521,43,731,2011,2,Yes,2,1.4,288778,4,3,3,12,0
14740,586,50,669,2012,3,Yes,4,1.8,87000,4,3,3,8,8
1333,1091,38,544,2016,3,Yes,4,2.5,154850,4,3,3,12,12
25597,833,43,703,2015,8,Yes,7,2.2,101331,4,3,3,8,4
14113,528,50,475,2014,3,Yes,7,1.6,32064,4,3,3,16,4
13589,531,50,669,2012,3,Yes,4,1.6,218000,4,3,3,16,4
10036,906,41,635,2004,2,No,4,1.5,124234,4,2,3,8,2
32744,777,50,1038,2014,9,Yes,7,2.5,107483,4,3,3,8,4
21169,639,50,1017,2014,8,Yes,7,2.0,38955,4,3,3,8,4
13485,645,40,549,2011,3,No,2,1.8,281600,6,3,3,16,8
14269,1324,40,675,2010,8,Yes,2,3.3,300366,6,3,2,6,12
13485,906,40,549,2007,3,No,2,1.5,132000,4,2,3,16,11
2430,530,23,441,2013,8,Yes,4,1.6,129128,4,3,2,14,0
13771,687,50,669,2010,3,Yes,4,1.6,159048,4,3,3,8,4
314,1017,42,178,2017,3,Yes,7,2.0,26802,4,3,1,12,12
3607,781,40,538,2012,3,Yes,2,2.5,156518,4,3,3,14,12
6500,906,47,170,1997,3,No,4,1.8,284000,4,1,1,12,2
13172,906,40,549,2007,3,No,2,1.5,108000,4,2,3,4,4
20266,687,50,669,2010,3,Yes,4,1.6,38193,4,3,3,8,4
22894,738,43,452,2017,3,No,4,1.4,46800,4,3,3,12,6
7056,915,47,595,2014,8,Yes,7,3.0,141384,6,3,2,6,0
13172,586,40,549,2012,2,No,2,1.8,150400,4,3,3,14,6
2500,906,31,59,1994,2,No,4,1.6,250000,4,1,3,12,2
15681,694,38,594,2014,6,No,7,2.2,168000,4,1,3,14,0
19306,502,40,673,2013,3,Yes,4,1.5,48300,4,3,3,4,4
44247,1091,50,1038,2016,10,Yes,7,2.5,51831,4,3,3,16,4
6899,906,47,659,2004,3,Yes,4,3.0,185000,6,4,1,1,10
5959,906,9,123,2000,8,No,4,1.8,210000,6,1,3,12,0
392,645,40,549,2011,8,Yes,2,1.8,146184,4,3,3,14,12
7213,906,42,234,2000,4,No,4,2.0,226000,4,3,1,12,0
23521,777,40,538,2014,3,Yes,4,2.5,97000,4,3,3,16,8
10500,906,38,425,2009,1,No,7,1.8,215000,4,1,3,10,4
13877,531,50,475,2012,3,Yes,7,1.6,213131,4,3,3,16,4
19130,586,40,549,2012,2,Yes,2,1.8,117900,4,3,3,8,8
16621,1185,40,538,2009,3,No,4,2.5,60250,4,4,3,4,16
9408,906,41,131,2008,3,Yes,3,2.4,130000,4,4,1,12,10
28909,831,50,669,2017,3,Yes,7,1.6,98000,4,3,3,14,4
14426,906,40,538,2006,3,Yes,2,2.4,188800,4,2,3,16,8
19707,530,50,669,2013,3,Yes,4,1.6,110000,4,3,3,16,4
17562,906,42,1040,2004,9,Yes,3,3.2,220000,6,3,1,14,6
9252,919,42,496,2012,3,Yes,7,3.0,171221,6,3,1,12,12
19000,906,50,669,2013,2,Yes,4,1.8,95000,4,4,3,16,6
32615,906,33,1070,2013,3,Yes,4,2.0,69000,4,4,2,12,8
10986,707,43,452,2011,3,Yes,7,2.0,202420,4,3,3,14,4
6586,906,42,385,1998,3,No,1,1.8,250000,4,3,1,14,0
48610,906,35,1067,2015,11,Yes,7,2.5,76000,4,1,2,8,4
22649,836,50,1017,2010,8,Yes,7,2.0,188800,4,3,3,12,4
16621,638,44,682,2014,3,Yes,4,2.0,44768,4,3,3,8,4
18817,906,41,777,2012,3,Yes,2,1.5,180000,4,2,3,7,8
26657,1091,40,999,2016,3,Yes,4,2.5,52359,4,3,3,11,8
2038,1172,42,740,2011,8,Yes,7,3.5,186542,6,3,2,14,12
5018,779,40,538,2013,3,Yes,2,2.5,190549,4,3,3,12,12
18817,779,31,613,2013,3,Yes,4,2.5,115000,10,3,3,8,12
27654,629,50,669,2015,3,Yes,4,1.6,87534,4,3,3,16,4
21400,906,42,337,2008,3,No,7,2.2,232000,4,4,1,16,8
14269,707,44,682,2011,3,Yes,4,2.0,41283,4,3,3,12,4
9408,790,38,479,2009,1,No,7,1.6,230000,6,1,3,6,0
17876,906,38,470,2013,3,Yes,4,1.6,160000,4,4,3,12,4
20005,583,50,669,2011,3,Yes,4,1.6,129000,4,3,3,8,4
19601,690,38,424,2016,8,Yes,4,1.5,108295,4,3,3,12,10
18240,924,57,1048,2011,8,Yes,7,2.7,260000,4,3,3,14,4
8006,761,8,274,2010,3,Yes,4,1.8,164466,4,3,3,16,4
15994,1172,42,496,2011,4,Yes,7,3.5,170429,6,3,1,8,12
2979,906,28,80,1995,2,No,1,1.8,217000,4,1,3,1,4
27065,531,50,669,2012,3,Yes,4,1.6,70196,4,3,3,8,4
11917,530,38,544,2013,3,Yes,4,1.6,62000,4,4,3,6,6
2117,1086,52,1008,2012,8,Yes,4,3.6,237206,6,3,3,12,12
15681,906,38,622,1998,6,No,7,2.5,250000,4,1,1,14,0
14426,642,44,467,2012,8,Yes,7,2.0,65000,4,4,3,14,5
8467,906,38,594,1997,6,No,7,2.5,250000,6,1,1,14,1
7527,830,40,116,2019,3,Yes,4,1.5,27656,4,3,3,14,12
8624,906,23,275,2006,3,No,4,1.5,111122,4,3,3,14,0
7213,906,41,635,2003,3,No,4,1.5,240000,2,4,3,6,4
6272,906,42,385,1997,3,No,4,1.8,250000,4,1,1,6,2
2430,753,4,137,2012,8,Yes,4,2.4,204048,4,3,3,8,12
10036,1267,40,673,2013,2,No,2,1.5,156000,4,3,3,8,2
